project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program,fecha_post,sri_post,time_period,sri_change
integra,integra360,2021-10-01T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Otro / No aplica,Español,4,NA,4,2,1 – 3 Years,2019-09-07T00:00:00Z,4,3,5,5,0,3,3,2,5,5,5,1,1,3,2,3.3333333333333335,0,0,0,0,3.3333333333333335,571f8b24-824c-40c3-acde-48ee83ca9feb,NA,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,4.1,199,0.7666666666666662
integra,integra366,2021-07-24T00:00:00Z,maria esther gonzalez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,2,1,< 1 Year,2019-09-29T00:00:00Z,4,3,5,5,3,3,3,1,1,3,3,1,5,1,3,2.7,0,0,0.4,0.4,2.3000000000000003,cd39f852-8d06-4d04-869b-63596b911498,NA,2,1,0,0.5,TRUE,2022-04-14T00:00:00Z,3.888888888888889,264,1.5888888888888886
integra,integra367,2021-09-27T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2020-10-02T00:00:00Z,4,3,3,3,3,3,5,2,3,2,2,1,5,3,4,3,0.3,0,0.6000000000000001,0.9000000000000001,2.0999999999999996,2ef71090-af8a-483a-b3a9-869203ce1d43,NA,2,1,0,0.5,TRUE,2022-04-26T00:00:00Z,4,211,1.9000000000000004
integra,integra368,2021-07-22T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,3,0,1 – 3 Years,2019-04-30T00:00:00Z,4,1,5,0,3,2,3,3,1,3,5,1,5,1,3,2.6666666666666665,0,0.1,0.4,0.5,2.1666666666666665,5de61028-99bb-4d28-b080-080e986471b6,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,3.1999999999999997,265,1.0333333333333332
integra,integra370,2021-07-22T00:00:00Z,marcia lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Visa Humanitaria,Español,1,0,1,3,< 1 Year,2019-12-26T00:00:00Z,4,5,3,5,5,1,5,3,1,5,3,4,1,1,1,3.6,0.3,0.2,0,0.5,3.1,aa96bf84-9f78-46b0-a3ea-53c48b19dee7,NA,3,1,0,0.3333333333333333,TRUE,2022-04-22T00:00:00Z,4.155555555555555,274,1.055555555555555
integra,integra378,2021-07-23T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,1,1,< 1 Year,2019-12-04T00:00:00Z,4,1,3,0,1,3,3,2,5,5,3,1,1,3,2,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,63775d67-8b06-4545-ac65-54cd4c64d608,NA,3,1,0,0.3333333333333333,TRUE,2022-04-25T00:00:00Z,3.8000000000000003,276,1.6555555555555554
integra,integra385,2021-10-27T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,2,NA,2,2,1 – 3 Years,2021-10-27T00:00:00Z,3,0,5,1,0,3,1,2,5,5,3,1,1,3,2,2.25,0,0,0,0,2.25,c1df4941-a852-4c6c-b0a9-002b9f01b445,NA,2,1,0,0.5,TRUE,2022-04-25T00:00:00Z,3.733333333333333,180,1.483333333333333
integra,integra39,2021-10-28T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 – 3 Years,2021-10-28T00:00:00Z,4,5,3,5,0,3,3,2,5,5,3,1,5,5,5,3.6666666666666665,0.3,0,0,0.3,3.3666666666666667,360f314c-e09d-45e8-9657-b10303651928,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.5,187,1.1333333333333333
integra,integra395,2022-01-05T00:00:00Z,lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Pasaporte,NA,1,0,1,2,1 – 3 Years,2018-12-15T00:00:00Z,4,3,3,5,5,3,3,2,5,5,5,3,5,5,5,4,0.3,0,0,0.3,3.7,d688ae46-b268-48a9-8495-e2b045d2278f,NA,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,4,107,0.2999999999999998
integra,integra397,2021-10-25T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,0,1,1,2,1 – 3 Years,2019-08-19T00:00:00Z,4,5,3,0,5,3,3,3,5,5,5,3,5,3,4,4.111111111111111,0.3,0,0,0.3,3.811111111111111,c890deaf-ae64-47af-a50a-36d1d82c71e5,NA,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,4.044444444444444,193,0.2333333333333334
integra,integra406,2022-05-12T00:00:00Z,mariuxi carranza,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,2,NA,2,2,NA,NA,4,3,5,0,3,1,1,2,5,5,3,1,1,3,2,2.6666666666666665,0,0.2,0,0.2,2.4666666666666663,f1fb8ce2-9669-4bc8-b964-40f0c4f6509e,NA,2,1,0,0.5,TRUE,2022-05-21T00:00:00Z,2.8,9,0.3333333333333335
integra,integra43,2021-07-26T00:00:00Z,janeth poma,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,> 5 Years,NA,5,3,5,5,5,3,5,3,3,5,2,1,5,3,4,3.6,0,0,0,0,3.6,055e4335-e3b2-4c98-86b5-94016c537676,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,4.8,269,1.1999999999999997
integra,integra454,2021-10-04T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,2,NA,2,2,1 – 3 Years,NA,4,5,5,5,3,2,3,2,5,3,5,1,1,3,2,3.5,0,0.1,0.4,0.5,3,0d7e2a8e-63ab-4c92-968d-10ee9cbe6ce7,NA,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.9999999999999996,196,0.9999999999999996
integra,integra460,2021-10-14T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,5,NA,3,2,3 – 5 Years,NA,4,3,5,3,3,2,3,2,5,5,5,1,1,3,2,3.1,0,0.1,0,0.1,3,832fc228-a6bd-4e38-98e6-753303967eff,NA,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.9999999999999996,186,0.9999999999999996
integra,integra470,2021-10-27T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,NA,1,1,2,4,3 – 5 Years,NA,4,5,5,1,3,2,3,2,5,5,3,1,1,1,1,2.8,0,0.1,0,0.1,2.6999999999999997,3cf293b0-b56c-48c0-b5d3-a787dc71a01e,NA,2,1,0,0.5,TRUE,2022-04-16T00:00:00Z,3.9,171,1.2000000000000002
integra,integra490,2021-10-24T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,2,NA,2,2,< 1 Year,NA,5,1,3,3,1,2,1,2,5,5,3,1,1,3,2,2.4,0.3,0.1,0,0.4,2,de2c512f-d380-40de-9ba5-84f26093cbb8,NA,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,3.6999999999999997,177,1.6999999999999997
integra,integra5,2021-07-26T00:00:00Z,mayra samaniego,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,2,1,1 – 3 Years,NA,5,0,5,5,0,3,3,2,5,5,3,1,5,1,3,3.375,0,0,0,0,3.375,1f625256-4847-4d96-921f-ffcacf16d383,NA,2,1,0,0.5,TRUE,2021-12-22T00:00:00Z,3.7,149,0.3250000000000002
integra,integra52,2021-07-26T00:00:00Z,mayra samaniego,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa de Unasur,Español,0,NA,1,3,3 – 5 Years,2017-01-10T00:00:00Z,5,0,5,0,0,2,3,2,5,5,5,1,1,1,1,3.142857142857143,0,0.1,0,0.1,3.0428571428571427,60cd710f-909f-4fbb-b063-f30bd630bf5a,NA,2,1,0,0.5,TRUE,2022-04-25T00:00:00Z,4.155555555555555,273,1.1126984126984123
integra,integra53,2021-10-14T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,1,3,3,1 – 3 Years,2017-08-27T00:00:00Z,4,5,3,5,5,3,3,2,1,5,3,3,1,3,2,3.3,0.3,0,0,0.3,3,12c674de-4a3f-4917-a795-602d0367b456,NA,2,1,0,0.5,TRUE,2022-05-04T00:00:00Z,4.3999999999999995,202,1.3999999999999995
integra,integra58,2021-07-23T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Visa Humanitaria,Español,2,NA,2,1,1 – 3 Years,2018-05-16T00:00:00Z,4,1,3,5,3,3,3,2,5,3,3,1,5,1,3,3,0.3,0,0.4,0.7,2.3,8ab2acde-585b-4915-814b-3557031ad9e8,NA,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,3.6,273,1.3000000000000003
integra,integra6,2021-10-28T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,> 5 Years,2021-10-28T00:00:00Z,4,5,3,5,5,3,3,3,5,5,5,1,5,3,4,4,0.3,0,0,0.3,3.7,28756dff-9c1d-4c32-9309-3f318f85f403,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.7,187,1
integra,integra62,2021-07-23T00:00:00Z,isabel farez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,3,0,3,2,< 1 Year,2019-02-27T00:00:00Z,5,3,5,5,1,2,3,2,5,3,3,1,1,3,2,3,0,0.1,0.4,0.5,2.5,b1434645-2e62-4a7e-81a2-7198794a7197,NA,3,1,0,0.3333333333333333,TRUE,2022-04-22T00:00:00Z,3.1999999999999997,273,0.6999999999999997
integra,integra63,2021-07-23T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,NA,1,1,< 1 Year,2018-12-17T00:00:00Z,4,1,3,5,5,3,3,2,5,5,5,1,1,3,2,3.3,0.3,0,0,0.3,3,122e778e-6026-43fa-aa9a-b4ccb12d5104,NA,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,4.7,270,1.7000000000000002
integra,integra64,2021-07-22T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Visa de Unasur,Español,1,NA,1,1,1 – 3 Years,2019-08-22T00:00:00Z,5,5,3,5,0,3,1,2,5,5,5,1,1,1,1,3.3333333333333335,0.3,0,0,0.3,3.0333333333333337,ff6fb544-e207-49c1-9b75-dc9451cc1943,NA,3,1,0,0.3333333333333333,TRUE,2022-04-25T00:00:00Z,4.044444444444444,277,1.0111111111111106
integra,integra66,2021-10-18T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,1,3,1,1 – 3 Years,2018-06-06T00:00:00Z,5,3,3,5,5,3,3,2,1,5,3,1,5,3,4,3.2,0.3,0,0,0.3,2.9000000000000004,9c6ffa24-ff84-4ef6-9662-afed5085bf2c,NA,2,1,0,0.5,TRUE,2022-04-28T00:00:00Z,4.3,192,1.3999999999999995
integra,integra67,2021-07-22T00:00:00Z,marcia lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,1,1,1 – 3 Years,2019-06-24T00:00:00Z,4,5,3,1,3,3,5,2,1,3,3,1,5,3,4,2.9,0.3,0,0.4,0.7,2.2,d2612aaa-6a6a-468f-b983-50e8b3c847ef,NA,2,1,0,0.5,TRUE,2021-11-30T00:00:00Z,3.3000000000000003,131,1.1
integra,integra7,2021-07-26T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,2,> 5 Years,2021-07-26T00:00:00Z,4,5,3,1,5,3,5,3,1,5,3,3,5,3,4,3.4,0.3,0,0,0.3,3.1,ae9deead-567b-4dc3-bfca-1c795a5c1d11,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,4.566666666666667,269,1.4666666666666672
integra,integra72,2021-10-07T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,2,1,3,1,> 5 Years,2021-10-11T00:00:00Z,4,0,3,5,5,3,1,3,5,5,3,1,5,3,4,3.4444444444444446,0.3,0,0,0.3,3.144444444444445,74aee747-8dcb-485a-8f40-e33cc290f11c,NA,2,1,0,0.5,TRUE,2022-04-25T00:00:00Z,3.8000000000000003,200,0.6555555555555554
integra,integra76,2021-07-27T00:00:00Z,mayra samaniego,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,3,2,< 1 Year,NA,4,3,3,5,3,1,3,2,5,5,2,1,5,1,3,3.1,0.3,0.2,0,0.5,2.6,7c6333ec-d230-4e54-b5a6-03856d5d8741,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,4.3,268,1.6999999999999997
integra,integra79,2021-10-21T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,> 5 Years,2021-10-21T00:00:00Z,5,5,3,5,5,3,3,3,3,5,5,1,5,3,4,3.9,0.3,0,0,0.3,3.6,ac61ef17-bf89-4878-b924-e793c0b7da7a,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.688888888888889,194,1.088888888888889
